seed,iteration,value,blackbox,task,optimizer,dtm
0,0,0.3369219899177551,Fcnet,parkinsons,GP + prior,0.00036220328955778575
0,1,0.5938835740089417,Fcnet,parkinsons,GP + prior,0.00036220328955778575
0,2,0.6807923316955566,Fcnet,parkinsons,GP + prior,0.00036220328955778575
0,3,1.3144313097000122,Fcnet,parkinsons,GP + prior,0.00036220328955778575
0,4,0.6234503388404846,Fcnet,parkinsons,GP + prior,0.00036220328955778575
0,5,0.29311174154281616,Fcnet,parkinsons,GP + prior,0.00031510123138789114
0,6,0.3950703740119934,Fcnet,parkinsons,GP + prior,0.00031510123138789114
0,7,0.2853407561779022,Fcnet,parkinsons,GP + prior,0.00030674635054898317
0,8,0.10242977738380432,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,9,0.3859678208827973,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,10,0.44070780277252203,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,11,0.4004373848438263,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,12,0.21399927139282227,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,13,0.2852858603000641,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,14,0.4522551596164704,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,15,0.27802109718322754,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,16,0.5741422772407532,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,17,0.5227628350257874,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,18,0.3443048298358917,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,19,0.7617517113685608,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,20,0.2284873574972153,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,21,0.5367143154144287,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,22,0.3227345645427704,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,23,0.35695117712020874,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,24,0.2547647058963776,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,25,0.5623064637184143,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,26,0.3967150151729584,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,27,0.16814789175987244,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,28,0.4110765159130096,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,29,0.2852277755737305,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,30,0.4631726443767548,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,31,0.6836322546005249,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,32,0.7266930341720581,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,33,0.6384767889976501,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,34,0.10519911348819733,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,35,0.2255977690219879,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,36,0.20346736907958984,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,37,0.4938017427921295,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,38,0.2707630693912506,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,39,0.4360867738723755,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,40,0.2909339070320129,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,41,0.1235179454088211,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,42,0.32169777154922485,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,43,0.24215494096279144,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,44,0.2331443727016449,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,45,0.19557741284370425,Fcnet,parkinsons,GP + prior,0.00011009182603365714
0,46,0.02189600095152855,Fcnet,parkinsons,GP + prior,2.3506911250926802e-05
0,47,1.0164202451705933,Fcnet,parkinsons,GP + prior,2.3506911250926802e-05
0,48,0.4585986137390137,Fcnet,parkinsons,GP + prior,2.3506911250926802e-05
0,49,0.22913801670074466,Fcnet,parkinsons,GP + prior,2.3506911250926802e-05
0,50,0.6834545135498047,Fcnet,parkinsons,GP + prior,2.3506911250926802e-05
0,51,0.7357655763626099,Fcnet,parkinsons,GP + prior,2.3506911250926802e-05
0,52,0.7822325229644775,Fcnet,parkinsons,GP + prior,2.3506911250926802e-05
0,53,0.4340625107288361,Fcnet,parkinsons,GP + prior,2.3506911250926802e-05
0,54,0.3450159728527069,Fcnet,parkinsons,GP + prior,2.3506911250926802e-05
0,55,0.1822005957365036,Fcnet,parkinsons,GP + prior,2.3506911250926802e-05
0,56,0.13618430495262146,Fcnet,parkinsons,GP + prior,2.3506911250926802e-05
0,57,0.1203075349330902,Fcnet,parkinsons,GP + prior,2.3506911250926802e-05
0,58,0.3474511504173279,Fcnet,parkinsons,GP + prior,2.3506911250926802e-05
0,59,0.23707331717014316,Fcnet,parkinsons,GP + prior,2.3506911250926802e-05
0,60,0.220654770731926,Fcnet,parkinsons,GP + prior,2.3506911250926802e-05
0,61,0.2440104931592941,Fcnet,parkinsons,GP + prior,2.3506911250926802e-05
