seed,iteration,value,blackbox,task,optimizer,dtm
0,0,0.121934,XGboost,w6a,GCP+Initial,0.24385892630711575
0,1,0.03851300000000002,XGboost,w6a,GCP+Initial,0.07701492417909028
0,2,0.07757499999999995,XGboost,w6a,GCP+Initial,0.07701492417909028
0,3,0.09777999999999998,XGboost,w6a,GCP+Initial,0.07701492417909028
0,4,0.049795000000000034,XGboost,w6a,GCP+Initial,0.07701492417909028
0,5,0.08232799999999996,XGboost,w6a,GCP+Initial,0.07701492417909028
0,6,0.05719200000000003,XGboost,w6a,GCP+Initial,0.07701492417909028
0,7,0.07103999999999999,XGboost,w6a,GCP+Initial,0.07701492417909028
0,8,0.08811899999999995,XGboost,w6a,GCP+Initial,0.07701492417909028
0,9,0.055436999999999965,XGboost,w6a,GCP+Initial,0.07701492417909028
0,10,0.07562899999999995,XGboost,w6a,GCP+Initial,0.07701492417909028
0,11,0.035178000000000036,XGboost,w6a,GCP+Initial,0.07034484413812982
0,12,0.03843399999999997,XGboost,w6a,GCP+Initial,0.07034484413812982
0,13,0.04305400000000004,XGboost,w6a,GCP+Initial,0.07034484413812982
0,14,0.04858600000000002,XGboost,w6a,GCP+Initial,0.07034484413812982
0,15,0.033453999999999984,XGboost,w6a,GCP+Initial,0.0668968027616332
0,16,0.04039599999999999,XGboost,w6a,GCP+Initial,0.0668968027616332
0,17,0.03984299999999996,XGboost,w6a,GCP+Initial,0.0668968027616332
0,18,0.064114,XGboost,w6a,GCP+Initial,0.0668968027616332
0,19,0.067133,XGboost,w6a,GCP+Initial,0.0668968027616332
0,20,0.041575999999999946,XGboost,w6a,GCP+Initial,0.0668968027616332
0,21,0.037417000000000034,XGboost,w6a,GCP+Initial,0.0668968027616332
0,22,0.04894100000000001,XGboost,w6a,GCP+Initial,0.0668968027616332
0,23,0.04131700000000005,XGboost,w6a,GCP+Initial,0.0668968027616332
0,24,0.04898100000000005,XGboost,w6a,GCP+Initial,0.0668968027616332
0,25,0.03610899999999995,XGboost,w6a,GCP+Initial,0.0668968027616332
0,26,0.043764000000000025,XGboost,w6a,GCP+Initial,0.0668968027616332
0,27,0.038479999999999966,XGboost,w6a,GCP+Initial,0.0668968027616332
0,28,0.034758999999999984,XGboost,w6a,GCP+Initial,0.0668968027616332
0,29,0.03568099999999996,XGboost,w6a,GCP+Initial,0.0668968027616332
0,30,0.03347500000000003,XGboost,w6a,GCP+Initial,0.0668968027616332
0,31,0.040902,XGboost,w6a,GCP+Initial,0.0668968027616332
0,32,0.04566199999999998,XGboost,w6a,GCP+Initial,0.0668968027616332
0,33,0.04107099999999997,XGboost,w6a,GCP+Initial,0.0668968027616332
0,34,0.03600999999999998,XGboost,w6a,GCP+Initial,0.0668968027616332
0,35,0.03739599999999999,XGboost,w6a,GCP+Initial,0.0668968027616332
0,36,0.03335600000000005,XGboost,w6a,GCP+Initial,0.06670080040960512
0,37,0.03854000000000002,XGboost,w6a,GCP+Initial,0.06670080040960512
0,38,0.04986100000000005,XGboost,w6a,GCP+Initial,0.06670080040960512
0,39,0.036970999999999976,XGboost,w6a,GCP+Initial,0.06670080040960512
0,40,0.03516699999999995,XGboost,w6a,GCP+Initial,0.06670080040960512
0,41,0.044876999999999945,XGboost,w6a,GCP+Initial,0.06670080040960512
0,42,0.03941099999999997,XGboost,w6a,GCP+Initial,0.06670080040960512
0,43,0.035295999999999994,XGboost,w6a,GCP+Initial,0.06670080040960512
0,44,0.038318999999999985,XGboost,w6a,GCP+Initial,0.06670080040960512
0,45,0.038591000000000035,XGboost,w6a,GCP+Initial,0.06670080040960512
0,46,0.034872000000000014,XGboost,w6a,GCP+Initial,0.06670080040960512
0,47,0.035190999999999965,XGboost,w6a,GCP+Initial,0.06670080040960512
0,48,0.03673199999999999,XGboost,w6a,GCP+Initial,0.06670080040960512
0,49,0.03512700000000002,XGboost,w6a,GCP+Initial,0.06670080040960512
0,50,0.03983800000000004,XGboost,w6a,GCP+Initial,0.06670080040960512
0,51,0.04050200000000004,XGboost,w6a,GCP+Initial,0.06670080040960512
0,52,0.03263499999999997,XGboost,w6a,GCP+Initial,0.0652587831053973
0,53,0.04281500000000005,XGboost,w6a,GCP+Initial,0.0652587831053973
0,54,0.036804999999999984,XGboost,w6a,GCP+Initial,0.0652587831053973
0,55,0.04111299999999996,XGboost,w6a,GCP+Initial,0.0652587831053973
0,56,0.03265700000000005,XGboost,w6a,GCP+Initial,0.0652587831053973
0,57,0.03485499999999997,XGboost,w6a,GCP+Initial,0.0652587831053973
0,58,0.03564299999999998,XGboost,w6a,GCP+Initial,0.0652587831053973
0,59,0.036970999999999976,XGboost,w6a,GCP+Initial,0.0652587831053973
0,60,0.06395200000000001,XGboost,w6a,GCP+Initial,0.0652587831053973
0,61,0.03489900000000001,XGboost,w6a,GCP+Initial,0.0652587831053973
0,62,0.03586199999999995,XGboost,w6a,GCP+Initial,0.0652587831053973
0,63,0.036039000000000036,XGboost,w6a,GCP+Initial,0.0652587831053973
0,64,0.04961099999999996,XGboost,w6a,GCP+Initial,0.0652587831053973
0,65,0.03723399999999999,XGboost,w6a,GCP+Initial,0.0652587831053973
0,66,0.046736,XGboost,w6a,GCP+Initial,0.0652587831053973
0,67,0.03867799999999999,XGboost,w6a,GCP+Initial,0.0652587831053973
0,68,0.041590000000000016,XGboost,w6a,GCP+Initial,0.0652587831053973
0,69,0.03263499999999997,XGboost,w6a,GCP+Initial,0.0652587831053973
1,0,0.07142000000000004,XGboost,w6a,GCP+Initial,0.14282971395656766
1,1,0.06291599999999997,XGboost,w6a,GCP+Initial,0.12582150985811832
1,2,0.10709100000000003,XGboost,w6a,GCP+Initial,0.12582150985811832
1,3,0.11667999999999999,XGboost,w6a,GCP+Initial,0.12582150985811832
1,4,0.09907500000000002,XGboost,w6a,GCP+Initial,0.12582150985811832
1,5,0.11463500000000006,XGboost,w6a,GCP+Initial,0.12582150985811832
1,6,0.058220999999999974,XGboost,w6a,GCP+Initial,0.11643139717676616
1,7,0.048664999999999965,XGboost,w6a,GCP+Initial,0.09731916783001399
1,8,0.04719099999999998,XGboost,w6a,GCP+Initial,0.0943711324535895
1,9,0.03972600000000004,XGboost,w6a,GCP+Initial,0.07944095329143967
1,10,0.035856,XGboost,w6a,GCP+Initial,0.07170086041032502
1,11,0.057369,XGboost,w6a,GCP+Initial,0.07170086041032502
1,12,0.042783000000000015,XGboost,w6a,GCP+Initial,0.07170086041032502
1,13,0.03795700000000002,XGboost,w6a,GCP+Initial,0.07170086041032502
1,14,0.03873099999999996,XGboost,w6a,GCP+Initial,0.07170086041032502
1,15,0.03604399999999997,XGboost,w6a,GCP+Initial,0.07170086041032502
1,16,0.042193000000000036,XGboost,w6a,GCP+Initial,0.07170086041032502
1,17,0.03912899999999997,XGboost,w6a,GCP+Initial,0.07170086041032502
