seed,iteration,value,blackbox,task,optimizer,dtm
0,0,99.0,NAS,cifar100,GCP+Initial,0.9925666347892833
0,1,99.0,NAS,cifar100,GCP+Initial,0.9925666347892833
0,2,99.0,NAS,cifar100,GCP+Initial,0.9925666347892833
0,3,99.00000000114441,NAS,cifar100,GCP+Initial,0.9925666347892833
0,4,99.00000000076294,NAS,cifar100,GCP+Initial,0.9925666347892833
0,5,31.239999938964843,NAS,cifar100,GCP+Initial,0.27301688370440796
0,6,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,7,99.0,NAS,cifar100,GCP+Initial,0.27301688370440796
0,8,99.00000000114441,NAS,cifar100,GCP+Initial,0.27301688370440796
0,9,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,10,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,11,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,12,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,13,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,14,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,15,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,16,99.0,NAS,cifar100,GCP+Initial,0.27301688370440796
0,17,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,18,99.0,NAS,cifar100,GCP+Initial,0.27301688370440796
0,19,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,20,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,21,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,22,99.0,NAS,cifar100,GCP+Initial,0.27301688370440796
0,23,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,24,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,25,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,26,99.00000000152588,NAS,cifar100,GCP+Initial,0.27301688370440796
0,27,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,28,99.00000000114441,NAS,cifar100,GCP+Initial,0.27301688370440796
0,29,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,30,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,31,99.0,NAS,cifar100,GCP+Initial,0.27301688370440796
0,32,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,33,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,34,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,35,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,36,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,37,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,38,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,39,99.00000000114441,NAS,cifar100,GCP+Initial,0.27301688370440796
0,40,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,41,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,42,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,43,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,44,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,45,99.0,NAS,cifar100,GCP+Initial,0.27301688370440796
0,46,99.0,NAS,cifar100,GCP+Initial,0.27301688370440796
0,47,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,48,99.00000000152588,NAS,cifar100,GCP+Initial,0.27301688370440796
0,49,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,50,99.00000000114441,NAS,cifar100,GCP+Initial,0.27301688370440796
0,51,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,52,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,53,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,54,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,55,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,56,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,57,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,58,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,59,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,60,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,61,99.0,NAS,cifar100,GCP+Initial,0.27301688370440796
0,62,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,63,99.00000000114441,NAS,cifar100,GCP+Initial,0.27301688370440796
0,64,99.00000000076294,NAS,cifar100,GCP+Initial,0.27301688370440796
0,65,99.00000000114441,NAS,cifar100,GCP+Initial,0.27301688370440796
0,66,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,67,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
0,68,99.0,NAS,cifar100,GCP+Initial,0.27301688370440796
0,69,99.00000000038149,NAS,cifar100,GCP+Initial,0.27301688370440796
1,0,99.00000000038149,NAS,cifar100,GCP+Initial,0.9925666347933344
1,1,29.24000006103516,NAS,cifar100,GCP+Initial,0.2517786987422207
1,2,99.00000000114441,NAS,cifar100,GCP+Initial,0.2517786987422207
1,3,99.00000000076294,NAS,cifar100,GCP+Initial,0.2517786987422207
