seed,iteration,value,blackbox,task,optimizer,dtm
0,0,2.675490379333496,Deepar,exchange-rate,GCP+Initial,0.05083747613952469
0,1,12.58303451538086,Deepar,exchange-rate,GCP+Initial,0.05083747613952469
0,2,23.15656661987305,Deepar,exchange-rate,GCP+Initial,0.05083747613952469
0,3,0.035069882869720466,Deepar,exchange-rate,GCP+Initial,0.0005169800895232947
0,4,0.6004006862640381,Deepar,exchange-rate,GCP+Initial,0.0005169800895232947
0,5,0.20037640631198886,Deepar,exchange-rate,GCP+Initial,0.0005169800895232947
0,6,4.347867965698241,Deepar,exchange-rate,GCP+Initial,0.0005169800895232947
0,7,6.380550861358643,Deepar,exchange-rate,GCP+Initial,0.0005169800895232947
0,8,5.349918842315674,Deepar,exchange-rate,GCP+Initial,0.0005169800895232947
0,9,2.700157642364502,Deepar,exchange-rate,GCP+Initial,0.0005169800895232947
0,10,0.024009114131331444,Deepar,exchange-rate,GCP+Initial,0.0003061866305437509
0,11,6.073991775512695,Deepar,exchange-rate,GCP+Initial,0.0003061866305437509
0,12,0.6572737693786621,Deepar,exchange-rate,GCP+Initial,0.0003061866305437509
0,13,6.237820625305176,Deepar,exchange-rate,GCP+Initial,0.0003061866305437509
0,14,0.30261343717575073,Deepar,exchange-rate,GCP+Initial,0.0003061866305437509
0,15,3.110844612121582,Deepar,exchange-rate,GCP+Initial,0.0003061866305437509
0,16,5.124723434448242,Deepar,exchange-rate,GCP+Initial,0.0003061866305437509
0,17,0.024009114131331444,Deepar,exchange-rate,GCP+Initial,0.0003061866305437509
0,18,0.20037640631198886,Deepar,exchange-rate,GCP+Initial,0.0003061866305437509
0,19,0.024009114131331444,Deepar,exchange-rate,GCP+Initial,0.0003061866305437509
0,20,2.9890320301055913,Deepar,exchange-rate,GCP+Initial,0.0003061866305437509
0,21,0.024009114131331444,Deepar,exchange-rate,GCP+Initial,0.0003061866305437509
0,22,0.024009114131331444,Deepar,exchange-rate,GCP+Initial,0.0003061866305437509
0,23,0.2630154490470886,Deepar,exchange-rate,GCP+Initial,0.0003061866305437509
