seed,iteration,value,blackbox,task,optimizer,dtm
0,0,0.10726812481880188,Deepar,m4-Monthly,GP + prior,0.0018929167457041633
0,1,0.12718284130096436,Deepar,m4-Monthly,GP + prior,0.0018929167457041633
0,2,0.11921735852956772,Deepar,m4-Monthly,GP + prior,0.0018929167457041633
0,3,0.15254315733909607,Deepar,m4-Monthly,GP + prior,0.0018929167457041633
0,4,0.15861958265304565,Deepar,m4-Monthly,GP + prior,0.0018929167457041633
0,5,0.12139500677585602,Deepar,m4-Monthly,GP + prior,0.0018929167457041633
0,6,0.09742593765258788,Deepar,m4-Monthly,GP + prior,0.0017053467199888894
0,7,0.10695357620716096,Deepar,m4-Monthly,GP + prior,0.0017053467199888894
0,8,0.09561210870742798,Deepar,m4-Monthly,GP + prior,0.0016707792060673245
0,9,0.10437178611755372,Deepar,m4-Monthly,GP + prior,0.0016707792060673245
0,10,0.10012254863977432,Deepar,m4-Monthly,GP + prior,0.0016707792060673245
0,11,0.10272981226444244,Deepar,m4-Monthly,GP + prior,0.0016707792060673245
0,12,0.0927765816450119,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,13,0.11970257759094237,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,14,0.09672317653894424,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,15,0.17250895500183105,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,16,0.09398604184389114,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,17,0.0949232578277588,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,18,0.0954287201166153,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,19,0.10163446515798567,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,20,0.1139584258198738,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,21,0.09873587638139723,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,22,0.10630538314580916,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,23,0.10468004643917084,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,24,0.10407743602991104,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,25,0.1330212652683258,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,26,0.09516029059886932,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,27,0.11357200145721436,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,28,0.0970519632101059,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,29,0.09805195033550262,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,30,0.10856524854898453,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,31,0.1049991026520729,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,32,0.13787657022476196,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,33,0.10049788653850557,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,34,0.09669332206249236,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,35,0.09892577677965164,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,36,0.09902596473693848,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,37,0.09604564309120177,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,38,0.1020885929465294,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,39,0.09770288318395616,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,40,0.11487860232591628,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,41,0.1056218445301056,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,42,0.10533805191516876,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
0,43,0.13316872715950012,Deepar,m4-Monthly,GP + prior,0.0016167404162097721
